,x_coordinate,Total_Pressure_Recovery,Avg_total_pressure
481,0.148409098,0.1617555276564691,17826447.4650695
482,0.148938954,0.16136624876497008,17783546.55275381
483,0.149473917,0.16096385744773595,17739200.571005918
484,0.150014038,0.16056134183628043,17694840.8912754
485,0.150559366,0.16016044298991303,17650659.388935935
486,0.151109951,0.1597607332266915,17606608.930824377
487,0.151665844,0.15936001667340985,17562447.518296767
488,0.152227095,0.158955180703256,17517832.120860428
489,0.152793758,0.1585441159425746,17472530.272650387
490,0.153365883,0.158124944211997,17426334.986824647
491,0.153943523,0.15769696864833696,17379169.46480229
492,0.154526733,0.15725989319869507,17331001.079744935
493,0.155115564,0.15681375276602963,17281833.678171836
494,0.155710072,0.15635924643397148,17231744.30337048
495,0.156310311,0.15589778864598178,17180888.835652456
496,0.156916337,0.15543106636102869,17129453.18820328
497,0.157528205,0.1549607545561237,17077621.95372364
498,0.158145971,0.15448947699582002,17025684.28709835
499,0.158769693,0.1540219619358056,16974161.2709936
500,0.159399428,0.15356129812277688,16923393.30416742
501,0.160035233,0.15310833731550255,16873474.255640313
502,0.160677168,0.1526651131661705,16824628.246308886
503,0.161325292,0.15223530386999992,16777260.63575986
504,0.161979663,0.15182227604989315,16731742.44640696
505,0.162640343,0.15142841609912772,16688336.673370097
506,0.163307392,0.15105533032979296,16647220.342055993
507,0.163980871,0.1507044317583111,16608549.17550783
508,0.164660843,0.15037748474364954,16572517.616863951
509,0.16534737,0.15007438051681551,16539113.67911678
510,0.166040515,0.1497935414505808,16508163.498106556
511,0.166740343,0.14953304932624242,16479455.674411995
512,0.167446917,0.1492907340420357,16452751.04955943
513,0.168160303,0.1490642746511396,16427793.84102833
514,0.168880565,0.14885092600777405,16404281.516981035
515,0.169607772,0.1486482205233684,16381942.134080235
516,0.170341989,0.1484534349646145,16360475.575376566
517,0.171083283,0.1482640646683065,16339605.81168139
518,0.171831725,0.14807890769648036,16319200.382087292
519,0.172587381,0.14789732264729877,16299188.600192877
520,0.173350322,0.14771836821761078,16279466.728639591
521,0.174120618,0.1475412768100519,16259950.1735079
522,0.17489834,0.14736579895695112,16240611.441936217
523,0.175683559,0.14719173465645857,16221428.492498692
524,0.176476348,0.14701878135406793,16202367.98184013
525,0.17727678,0.14684670652068288,16183404.283833385
526,0.178084928,0.1466753044432338,16164514.727641283
527,0.178900867,0.14650439888470052,16145679.890867407
528,0.179724672,0.146333986532051,16126899.408395384
529,0.180556419,0.14616407671117157,16108174.307994861
530,0.181396183,0.14599468677183805,16089506.501717148
531,0.182244044,0.14582587089111684,16070901.960205978
532,0.183100078,0.145657593168172,16052356.726969877
533,0.183964364,0.14548983704682414,16033868.97741672
534,0.184836983,0.1453226231831232,16015440.987969419
535,0.185718013,0.14515612839090158,15997092.244592628
536,0.186607537,0.14499023856427273,15978810.172120463
537,0.187505636,0.14482455378596967,15960550.697226634
538,0.188412394,0.14465910602760754,15942317.343378475
539,0.189327892,0.14449409090061324,15924131.668150406
540,0.190252216,0.14432958919526373,15906002.57512457
541,0.191185451,0.14416571495850344,15887942.632971063
542,0.192127683,0.14400266702900588,15869973.754926601
543,0.193078998,0.1438411885571303,15852177.84070138
544,0.194039484,0.14368111488501653,15834536.743993161
545,0.195009229,0.14351985617738622,15816765.049130518
546,0.195988323,0.14335782617236814,15798908.352583157
547,0.196976855,0.1431955247737178,15781021.746799322
548,0.197974918,0.14304508179880454,15764442.011765625
549,0.198982602,0.14287474803573286,15745670.190345256
550,0.2,0.14277890009892502,15735107.16208344
